contract_id,vendor_id,start_date,end_date,contract_value,payment_terms,renewal_option,price_escalation_clause,auto_renewal,termination_notice,sla_terms,penalty_clauses,renegotiation_opportunity,volume_discounts,preferred_rates
C00448,V0448,2022-10-18,2024-10-17,42292.0,Net 45,Manual,Negotiated,False,86 days,Strict,Strict,True,True,True
C00449,V0449,2022-12-17,2024-12-16,34111.8,Net 60,Auto,Negotiated,True,63 days,Standard,Strict,True,False,True
C00450,V0450,2023-05-31,2024-05-30,49059.81,Net 45,Manual,Fixed,True,40 days,Strict,None,False,True,True
C00451,V0451,2024-03-11,2025-03-11,64327.13,Net 30,Manual,Fixed,True,76 days,Standard,Moderate,True,False,True
C00452,V0452,2023-10-25,2024-04-22,35214.11,Net 45,Auto,Negotiated,False,34 days,Standard,Moderate,False,False,False
C00453,V0453,2024-04-17,2024-10-14,57560.7,Net 45,Auto,Negotiated,False,41 days,Standard,Moderate,False,True,True
C00454,V0454,2023-08-03,2024-08-02,42046.14,Net 60,Auto,Negotiated,False,49 days,Strict,Strict,False,False,False
C00455,V0455,2024-05-21,2026-05-21,38106.91,Net 45,Auto,Fixed,False,30 days,Strict,Strict,True,True,False
C00456,V0456,2022-06-07,2022-12-04,48394.54,Net 60,Manual,Negotiated,False,69 days,Standard,None,True,True,True
C00457,V0457,2023-03-05,2024-03-04,34471.37,Net 30,Manual,CPI Linked,True,43 days,Standard,Strict,False,False,False
C00458,V0458,2023-12-24,2024-06-21,41695.26,Net 45,Auto,CPI Linked,False,33 days,Custom,Moderate,False,False,True
C00459,V0459,2023-12-21,2025-12-20,32031.83,Net 60,Auto,CPI Linked,False,46 days,Strict,Moderate,True,False,True
C00460,V0460,2023-10-07,2024-04-04,79470.88,Net 30,Manual,Negotiated,False,69 days,Standard,Moderate,False,True,False
C00461,V0461,2023-12-22,2024-12-21,50528.95,Net 30,Auto,Fixed,False,42 days,Strict,None,True,False,True
C00462,V0462,2022-08-05,2023-02-01,39504.12,Net 60,Manual,Negotiated,False,82 days,Custom,Moderate,True,True,False
C00463,V0463,2024-01-14,2024-07-12,53209.7,Net 45,Auto,Fixed,False,82 days,Standard,None,False,True,True
C00464,V0464,2024-01-26,2024-07-24,48315.08,Net 30,Manual,Negotiated,False,42 days,Custom,Strict,False,True,True
C00465,V0465,2023-02-24,2025-02-23,46685.46,Net 60,Auto,Negotiated,True,84 days,Custom,Strict,False,False,False
C00466,V0466,2022-11-04,2023-05-03,59212.5,Net 30,Manual,CPI Linked,True,62 days,Standard,Strict,False,False,True
C00467,V0467,2023-01-11,2024-01-11,61362.62,Net 45,Auto,Negotiated,True,89 days,Custom,Moderate,True,True,True
C00468,V0468,2024-01-05,2026-01-04,42042.48,Net 45,Manual,Fixed,False,73 days,Strict,Moderate,True,False,False
C00469,V0469,2022-11-04,2023-05-03,41362.73,Net 30,Auto,Fixed,False,41 days,Standard,None,True,True,False
C00470,V0470,2022-11-28,2024-11-27,45874.22,Net 60,Manual,Fixed,False,78 days,Standard,None,True,False,True
C00471,V0471,2023-08-11,2024-02-07,15471.18,Net 45,Auto,Fixed,True,46 days,Strict,None,True,True,False
C00472,V0472,2023-09-30,2024-09-29,27272.13,Net 60,Manual,CPI Linked,False,88 days,Strict,Strict,True,False,False
C00473,V0473,2022-09-27,2023-09-27,70503.11,Net 60,Auto,Negotiated,True,58 days,Standard,None,False,False,False
C00474,V0474,2022-09-28,2024-09-27,74674.52,Net 30,Auto,Fixed,True,84 days,Standard,Strict,False,True,True
C00475,V0475,2024-02-13,2024-08-11,46264.46,Net 30,Auto,Fixed,True,36 days,Custom,None,True,True,False
C00476,V0476,2024-05-14,2024-11-10,58648.35,Net 60,Manual,CPI Linked,False,80 days,Standard,Moderate,False,False,False
C00477,V0477,2023-04-17,2024-04-16,54668.75,Net 60,Auto,CPI Linked,True,74 days,Custom,Strict,False,True,True
C00478,V0478,2023-09-08,2024-09-07,96183.21,Net 60,Auto,Negotiated,False,46 days,Custom,None,True,False,False
C00479,V0479,2022-10-22,2023-04-20,66793.62,Net 45,Manual,Negotiated,True,84 days,Standard,None,False,True,False
C00480,V0480,2023-12-30,2025-12-29,48081.24,Net 45,Auto,Fixed,False,62 days,Strict,None,True,False,False
C00481,V0481,2022-07-04,2024-07-03,35666.89,Net 30,Auto,Negotiated,True,42 days,Standard,Strict,True,True,True
C00482,V0482,2024-03-05,2025-03-05,25903.31,Net 60,Auto,Fixed,False,90 days,Strict,Strict,False,False,False
C00483,V0483,2022-10-27,2024-10-26,53051.95,Net 60,Auto,Negotiated,False,75 days,Strict,Moderate,True,False,False
C00484,V0484,2023-05-28,2025-05-27,38654.74,Net 60,Manual,CPI Linked,False,78 days,Standard,None,False,False,True
C00485,V0485,2023-05-18,2023-11-14,28666.19,Net 30,Auto,CPI Linked,True,61 days,Strict,Moderate,True,False,False
C00486,V0486,2023-12-11,2025-12-10,40301.41,Net 30,Manual,CPI Linked,True,76 days,Standard,None,True,False,True
C00487,V0487,2022-07-06,2023-07-06,33776.78,Net 30,Auto,Negotiated,True,80 days,Strict,Moderate,True,True,True
C00488,V0488,2023-04-23,2023-10-20,75307.12,Net 45,Manual,Fixed,True,72 days,Standard,None,False,False,True
C00489,V0489,2022-12-15,2024-12-14,63224.6,Net 45,Manual,Negotiated,True,39 days,Strict,Moderate,False,False,False
C00490,V0490,2023-06-06,2025-06-05,49880.41,Net 45,Auto,Fixed,False,76 days,Custom,Moderate,True,True,False
C00491,V0491,2022-07-14,2023-01-10,72199.16,Net 60,Auto,CPI Linked,True,61 days,Custom,None,True,True,True
C00492,V0492,2023-11-06,2024-05-04,51160.52,Net 45,Auto,Fixed,False,59 days,Strict,None,False,True,True
C00493,V0493,2024-01-19,2024-07-17,37080.74,Net 45,Auto,Fixed,True,68 days,Strict,None,True,False,False
C00494,V0494,2023-07-14,2024-07-13,72846.86,Net 30,Manual,Fixed,True,74 days,Standard,None,True,True,True
C00495,V0495,2023-04-29,2024-04-28,58083.65,Net 60,Auto,Fixed,False,81 days,Standard,Moderate,False,False,False
C00496,V0496,2024-04-18,2025-04-18,34441.31,Net 45,Manual,Fixed,True,66 days,Standard,Strict,False,True,False
C00497,V0497,2023-04-19,2024-04-18,47144.92,Net 30,Auto,Negotiated,True,44 days,Custom,None,True,False,False
C00498,V0498,2023-01-27,2025-01-26,36865.73,Net 60,Manual,Fixed,True,56 days,Standard,Moderate,True,True,False
C00499,V0499,2024-03-10,2026-03-10,29258.0,Net 30,Auto,Fixed,False,49 days,Strict,Moderate,True,False,True
C00500,V0500,2024-05-22,2025-05-22,63892.66,Net 60,Manual,CPI Linked,False,35 days,Strict,Strict,True,True,True
C00501,V0501,2022-07-23,2024-07-22,78641.25,Net 60,Manual,Fixed,False,48 days,Standard,Strict,False,True,False
C00502,V0502,2024-01-30,2026-01-29,29021.49,Net 45,Manual,CPI Linked,False,34 days,Standard,Strict,False,True,False
C00503,V0503,2022-11-16,2023-11-16,58444.54,Net 60,Manual,Negotiated,True,88 days,Strict,Strict,True,False,True
C00504,V0504,2022-10-27,2024-10-26,40240.36,Net 60,Auto,Negotiated,False,56 days,Standard,Moderate,True,False,True
C00505,V0505,2023-05-24,2025-05-23,42693.12,Net 30,Manual,Negotiated,True,57 days,Strict,None,False,False,False
C00506,V0506,2022-08-21,2023-08-21,41114.09,Net 30,Manual,Negotiated,False,67 days,Standard,None,False,False,True
C00507,V0507,2022-12-30,2023-06-28,37040.14,Net 60,Auto,Negotiated,False,46 days,Custom,Moderate,True,False,True
C00508,V0508,2023-08-21,2025-08-20,50727.82,Net 30,Auto,Fixed,True,64 days,Custom,Moderate,False,True,False
C00509,V0509,2023-04-29,2024-04-28,37535.75,Net 30,Manual,Negotiated,True,59 days,Custom,Moderate,True,True,False
C00510,V0510,2023-12-07,2024-12-06,54056.85,Net 30,Auto,CPI Linked,False,85 days,Strict,Moderate,True,True,True
C00511,V0511,2023-11-15,2024-05-13,49246.43,Net 60,Auto,CPI Linked,False,50 days,Standard,Moderate,False,False,True
C00512,V0512,2023-05-20,2025-05-19,46415.78,Net 30,Auto,Negotiated,True,60 days,Standard,Moderate,True,True,False
C00513,V0513,2022-09-08,2023-03-07,36386.55,Net 60,Auto,Fixed,True,85 days,Strict,Moderate,False,True,True
C00514,V0514,2023-09-03,2024-09-02,41348.43,Net 60,Manual,Fixed,False,50 days,Standard,None,True,False,True
C00515,V0515,2023-05-02,2025-05-01,61330.87,Net 45,Manual,CPI Linked,True,36 days,Strict,None,True,False,False
C00516,V0516,2023-02-09,2024-02-09,57513.76,Net 60,Manual,CPI Linked,False,73 days,Standard,Moderate,False,False,False
C00517,V0517,2022-08-11,2024-08-10,35336.67,Net 30,Auto,Negotiated,True,31 days,Standard,Strict,True,True,False
C00518,V0518,2023-03-31,2025-03-30,51489.98,Net 30,Auto,Negotiated,False,59 days,Strict,None,False,False,False
C00519,V0519,2023-12-11,2025-12-10,61270.81,Net 60,Manual,Negotiated,True,74 days,Custom,None,False,True,False
C00520,V0520,2022-06-02,2023-06-02,24958.92,Net 45,Auto,Fixed,True,82 days,Standard,None,True,True,True
C00521,V0521,2023-03-25,2024-03-24,58150.4,Net 45,Auto,CPI Linked,False,51 days,Custom,Moderate,True,False,True
C00522,V0522,2023-01-12,2025-01-11,40060.64,Net 60,Auto,Fixed,True,82 days,Strict,Strict,False,True,True
C00523,V0523,2022-08-06,2024-08-05,58558.98,Net 60,Auto,Fixed,False,85 days,Custom,None,True,False,False
C00524,V0524,2023-03-27,2025-03-26,38551.11,Net 45,Auto,Negotiated,False,86 days,Custom,None,True,False,True
C00525,V0525,2023-08-23,2025-08-22,22926.77,Net 45,Manual,CPI Linked,False,35 days,Standard,Strict,True,True,False
C00526,V0526,2024-03-30,2026-03-30,25586.86,Net 30,Auto,Negotiated,True,59 days,Standard,None,True,True,True
C00527,V0527,2023-01-30,2025-01-29,50721.27,Net 30,Auto,CPI Linked,True,85 days,Standard,None,True,False,False
C00528,V0528,2023-01-12,2025-01-11,53895.84,Net 45,Manual,CPI Linked,False,72 days,Strict,Moderate,True,True,False
C00529,V0529,2023-08-20,2024-02-16,36435.25,Net 60,Auto,Fixed,False,76 days,Strict,Strict,False,True,True
C00530,V0530,2022-09-12,2024-09-11,59578.89,Net 30,Manual,CPI Linked,False,67 days,Custom,None,False,False,True
C00531,V0531,2024-02-19,2024-08-17,25077.2,Net 60,Manual,CPI Linked,True,64 days,Standard,None,True,True,True
C00532,V0532,2023-09-07,2025-09-06,49008.8,Net 45,Auto,Negotiated,False,88 days,Standard,Strict,True,False,True
C00533,V0533,2024-03-16,2025-03-16,31834.76,Net 60,Auto,Fixed,False,81 days,Strict,Strict,True,True,False
C00534,V0534,2022-11-30,2023-05-29,40222.46,Net 45,Manual,CPI Linked,True,88 days,Standard,None,True,False,False
C00535,V0535,2023-03-25,2023-09-21,50710.98,Net 60,Manual,CPI Linked,True,52 days,Strict,None,True,False,True
C00536,V0536,2024-02-15,2024-08-13,37093.8,Net 60,Manual,Fixed,True,46 days,Custom,Moderate,False,False,True
C00537,V0537,2023-11-20,2024-11-19,44231.67,Net 45,Auto,Fixed,True,39 days,Custom,None,True,True,False
C00538,V0538,2023-12-17,2024-12-16,65094.39,Net 30,Manual,Fixed,True,83 days,Custom,Strict,False,True,True
C00539,V0539,2023-12-03,2024-12-02,41346.62,Net 60,Auto,Fixed,False,75 days,Strict,None,True,False,True
C00540,V0540,2022-12-15,2023-12-15,62535.38,Net 60,Manual,Fixed,True,70 days,Standard,Strict,True,False,True
C00541,V0541,2023-01-03,2024-01-03,33054.4,Net 60,Manual,Fixed,True,30 days,Custom,Moderate,False,False,True
C00542,V0542,2023-09-19,2025-09-18,57947.06,Net 30,Auto,Fixed,True,42 days,Strict,Moderate,False,True,False
C00543,V0543,2024-05-10,2026-05-10,71623.53,Net 30,Auto,Fixed,False,32 days,Standard,Strict,False,False,False
C00544,V0544,2024-04-28,2026-04-28,12925.33,Net 30,Manual,Fixed,True,76 days,Strict,Moderate,True,False,False
C00545,V0545,2023-04-01,2023-09-28,38046.57,Net 60,Manual,CPI Linked,False,75 days,Standard,Strict,True,True,True
C00546,V0546,2023-11-19,2024-05-17,58656.08,Net 60,Auto,CPI Linked,True,38 days,Strict,None,False,True,False
C00547,V0547,2022-08-03,2023-08-03,46954.32,Net 60,Auto,Fixed,False,49 days,Custom,Strict,False,True,False
C00548,V0548,2023-11-24,2024-11-23,55567.19,Net 60,Manual,Fixed,True,56 days,Custom,Moderate,False,False,False
C00549,V0549,2022-06-29,2022-12-26,40940.22,Net 45,Auto,Fixed,True,52 days,Custom,None,True,True,True
C00550,V0550,2022-06-14,2023-06-14,51298.85,Net 60,Auto,CPI Linked,True,80 days,Strict,None,False,False,False
C00551,V0551,2022-09-25,2023-09-25,47664.84,Net 45,Manual,CPI Linked,False,49 days,Standard,None,True,True,True
C00552,V0552,2022-06-13,2022-12-10,67516.73,Net 30,Auto,Fixed,False,83 days,Standard,Moderate,True,True,False
C00553,V0553,2023-06-23,2024-06-22,53816.31,Net 45,Auto,Fixed,False,36 days,Strict,Strict,True,True,False
C00554,V0554,2024-02-08,2026-02-07,55064.04,Net 45,Auto,Fixed,False,89 days,Strict,Strict,True,True,True
C00555,V0555,2023-08-05,2024-08-04,43821.85,Net 60,Manual,CPI Linked,True,37 days,Strict,Moderate,True,True,False
C00556,V0556,2024-04-15,2025-04-15,42685.91,Net 60,Manual,CPI Linked,False,52 days,Custom,None,True,True,True
C00557,V0557,2023-11-21,2025-11-20,43511.63,Net 60,Manual,CPI Linked,False,67 days,Custom,Moderate,False,True,False
C00558,V0558,2023-09-20,2024-03-18,55916.78,Net 45,Auto,Negotiated,False,70 days,Strict,None,False,False,True
C00559,V0559,2024-04-02,2025-04-02,43685.23,Net 60,Manual,Negotiated,False,56 days,Custom,Moderate,True,True,True
C00560,V0560,2024-05-09,2025-05-09,54346.62,Net 45,Auto,CPI Linked,False,74 days,Standard,Strict,True,False,True
C00561,V0561,2023-02-16,2024-02-16,81131.01,Net 45,Manual,Negotiated,True,84 days,Strict,None,False,True,True
C00562,V0562,2023-09-05,2024-03-03,63066.87,Net 60,Manual,CPI Linked,False,55 days,Custom,Strict,False,True,False
C00563,V0563,2024-04-24,2025-04-24,45109.65,Net 60,Manual,Fixed,True,31 days,Strict,Moderate,True,True,False
C00564,V0564,2022-09-15,2024-09-14,68018.21,Net 60,Manual,Fixed,False,44 days,Custom,None,True,False,True
C00565,V0565,2023-05-24,2024-05-23,43878.87,Net 30,Auto,Negotiated,True,49 days,Strict,Strict,False,True,True
C00566,V0566,2024-03-27,2026-03-27,19428.13,Net 45,Manual,CPI Linked,False,33 days,Custom,None,True,False,True
C00567,V0567,2023-12-25,2024-12-24,34878.71,Net 60,Auto,Fixed,True,77 days,Strict,Moderate,False,True,False
C00568,V0568,2023-06-02,2023-11-29,21938.12,Net 30,Manual,Negotiated,False,78 days,Strict,None,True,False,False
C00569,V0569,2022-11-18,2023-05-17,44727.3,Net 30,Auto,CPI Linked,True,51 days,Strict,None,False,False,False
C00570,V0570,2023-08-19,2025-08-18,50276.28,Net 30,Auto,Negotiated,False,49 days,Custom,None,False,True,False
C00571,V0571,2024-03-31,2025-03-31,75146.56,Net 30,Manual,Negotiated,True,89 days,Strict,Moderate,True,True,False
C00572,V0572,2023-09-26,2024-03-24,54903.91,Net 30,Auto,Negotiated,True,90 days,Custom,Strict,True,False,False
C00573,V0573,2023-03-12,2023-09-08,46713.49,Net 45,Auto,CPI Linked,False,33 days,Custom,None,True,True,False
C00574,V0574,2024-04-08,2026-04-08,62441.08,Net 60,Manual,CPI Linked,False,64 days,Standard,Moderate,True,True,True
C00575,V0575,2023-03-18,2023-09-14,16832.97,Net 30,Manual,Fixed,False,70 days,Standard,Moderate,False,True,False
C00576,V0576,2024-02-13,2025-02-12,53534.22,Net 60,Manual,Fixed,False,40 days,Strict,Moderate,True,True,True
C00577,V0577,2022-08-25,2023-02-21,61562.98,Net 60,Manual,Negotiated,True,90 days,Custom,None,True,True,False
C00578,V0578,2024-05-25,2025-05-25,27821.21,Net 30,Auto,Negotiated,False,34 days,Custom,Strict,False,False,False
C00579,V0579,2023-10-15,2024-04-12,67156.31,Net 45,Auto,CPI Linked,True,77 days,Strict,None,True,False,False
C00580,V0580,2024-04-29,2024-10-26,55077.45,Net 30,Auto,CPI Linked,True,39 days,Strict,None,True,True,False
C00581,V0581,2022-10-09,2023-10-09,43770.68,Net 60,Auto,Negotiated,False,64 days,Custom,None,False,False,True
C00582,V0582,2023-02-02,2025-02-01,59491.73,Net 30,Auto,Negotiated,False,32 days,Strict,None,False,False,True
C00583,V0583,2022-10-06,2024-10-05,84060.39,Net 60,Manual,Fixed,True,69 days,Standard,Moderate,False,True,True
C00584,V0584,2023-07-31,2024-07-30,52727.99,Net 60,Manual,Negotiated,True,75 days,Custom,None,False,True,False
C00585,V0585,2023-12-22,2024-12-21,53723.31,Net 45,Manual,Fixed,True,34 days,Strict,Moderate,True,True,True
C00586,V0586,2023-02-10,2023-08-09,43109.59,Net 60,Auto,CPI Linked,True,53 days,Custom,Moderate,True,True,False
C00587,V0587,2024-03-22,2024-09-18,37252.33,Net 60,Manual,Fixed,False,78 days,Standard,None,True,True,False
C00588,V0588,2023-12-10,2024-06-07,62455.04,Net 30,Auto,Fixed,True,32 days,Strict,None,False,True,False
C00589,V0589,2022-11-16,2023-11-16,37158.74,Net 60,Manual,Negotiated,False,31 days,Strict,None,True,False,True
C00590,V0590,2022-09-18,2023-03-17,51073.49,Net 30,Manual,Negotiated,False,90 days,Custom,Moderate,False,True,False
C00591,V0591,2023-10-11,2024-04-08,42835.14,Net 45,Manual,CPI Linked,True,44 days,Custom,None,False,True,False
C00592,V0592,2022-07-04,2022-12-31,57184.7,Net 45,Manual,Negotiated,False,69 days,Custom,None,False,False,False
C00593,V0593,2022-09-06,2024-09-05,55004.93,Net 60,Auto,CPI Linked,False,52 days,Custom,Strict,True,False,True
C00594,V0594,2023-06-10,2025-06-09,65563.1,Net 30,Auto,CPI Linked,True,63 days,Custom,None,True,True,False
C00595,V0595,2022-06-15,2023-06-15,42349.75,Net 60,Auto,CPI Linked,True,39 days,Custom,Moderate,False,False,True
C00596,V0596,2023-04-23,2023-10-20,45951.88,Net 60,Auto,Negotiated,True,47 days,Strict,None,False,False,True
C00597,V0597,2024-01-07,2025-01-06,35318.54,Net 30,Auto,Fixed,False,56 days,Standard,Moderate,False,False,True
C00598,V0598,2023-03-02,2025-03-01,43335.6,Net 30,Manual,Fixed,False,34 days,Custom,Moderate,True,False,False
C00599,V0599,2023-06-27,2024-06-26,55659.51,Net 45,Manual,Fixed,True,44 days,Strict,Moderate,True,False,False
C00600,V0600,2022-08-31,2024-08-30,61354.83,Net 45,Auto,Fixed,True,50 days,Strict,Moderate,True,False,False
C00601,V0601,2022-06-24,2022-12-21,36167.52,Net 30,Manual,Negotiated,False,82 days,Custom,None,True,True,False
C00602,V0602,2022-08-01,2023-01-28,63044.09,Net 30,Auto,CPI Linked,False,83 days,Strict,Moderate,False,True,False
C00603,V0603,2022-07-05,2023-07-05,70334.57,Net 45,Auto,Negotiated,True,37 days,Standard,None,False,False,False
C00604,V0604,2022-06-24,2022-12-21,56201.52,Net 45,Manual,Fixed,False,31 days,Strict,None,False,False,True
C00605,V0605,2022-08-17,2023-02-13,78151.94,Net 60,Auto,CPI Linked,False,46 days,Standard,Moderate,True,True,False
C00606,V0606,2024-05-16,2026-05-16,38393.16,Net 30,Manual,CPI Linked,False,34 days,Standard,Moderate,False,True,False
C00607,V0607,2022-11-15,2023-05-14,31330.18,Net 45,Auto,Fixed,False,39 days,Custom,Moderate,False,True,False
C00608,V0608,2023-12-01,2025-11-30,23319.2,Net 45,Auto,Negotiated,True,38 days,Standard,None,True,False,True
C00609,V0609,2022-11-24,2023-11-24,72440.66,Net 60,Manual,Negotiated,False,61 days,Strict,Moderate,False,True,True
C00610,V0610,2023-11-06,2024-05-04,59815.48,Net 30,Auto,CPI Linked,False,90 days,Custom,Strict,False,False,False
C00611,V0611,2023-12-29,2024-12-28,49166.23,Net 60,Manual,CPI Linked,False,46 days,Standard,None,False,False,False
C00612,V0612,2023-01-04,2025-01-03,54199.53,Net 30,Auto,Fixed,True,31 days,Standard,Moderate,True,True,True
C00613,V0613,2022-08-24,2024-08-23,33117.66,Net 60,Manual,CPI Linked,False,81 days,Custom,None,True,False,False
C00614,V0614,2022-10-19,2023-10-19,86686.28,Net 45,Auto,CPI Linked,False,60 days,Standard,None,True,False,False
C00615,V0615,2024-02-07,2026-02-06,51938.32,Net 45,Auto,Negotiated,True,88 days,Custom,None,False,True,False
C00616,V0616,2024-04-15,2026-04-15,51640.92,Net 30,Manual,Negotiated,True,80 days,Standard,Strict,False,True,True
C00617,V0617,2023-06-18,2025-06-17,60886.5,Net 60,Auto,Negotiated,True,33 days,Strict,Strict,False,True,False
C00618,V0618,2023-08-20,2025-08-19,57215.14,Net 30,Auto,Fixed,False,74 days,Strict,None,True,True,False
C00619,V0619,2024-01-18,2026-01-17,53358.26,Net 45,Auto,Fixed,True,75 days,Custom,Moderate,False,False,True
C00620,V0620,2023-03-24,2023-09-20,38142.88,Net 60,Manual,CPI Linked,True,37 days,Standard,None,False,True,False
C00621,V0621,2022-08-06,2023-08-06,57072.03,Net 60,Manual,Fixed,True,47 days,Strict,Strict,True,True,True
C00622,V0622,2023-08-17,2024-08-16,78230.37,Net 60,Manual,Negotiated,True,58 days,Strict,Strict,False,True,False
C00623,V0623,2022-08-18,2023-02-14,70181.3,Net 30,Manual,CPI Linked,False,50 days,Custom,None,True,True,True
C00624,V0624,2024-03-15,2024-09-11,73897.8,Net 45,Auto,Negotiated,False,83 days,Standard,Moderate,False,True,True
C00625,V0625,2023-09-04,2024-03-02,42331.76,Net 45,Auto,CPI Linked,True,50 days,Strict,None,False,False,True
C00626,V0626,2023-05-04,2025-05-03,35155.93,Net 45,Auto,Fixed,True,78 days,Standard,Strict,False,True,False
C00627,V0627,2023-08-24,2024-08-23,48113.2,Net 45,Auto,Negotiated,False,83 days,Standard,Moderate,True,True,True
C00628,V0628,2023-07-12,2024-01-08,50835.87,Net 60,Auto,CPI Linked,True,85 days,Strict,Strict,False,True,True
C00629,V0629,2023-10-07,2024-10-06,66412.87,Net 60,Manual,CPI Linked,True,54 days,Standard,Strict,False,True,True
C00630,V0630,2022-06-23,2022-12-20,24613.03,Net 60,Auto,Fixed,False,57 days,Custom,None,False,True,False
C00631,V0631,2022-06-24,2024-06-23,72943.25,Net 30,Auto,Fixed,False,85 days,Custom,None,True,True,False
C00632,V0632,2023-01-31,2024-01-31,47629.88,Net 30,Auto,Negotiated,False,72 days,Custom,None,False,False,True
C00633,V0633,2023-12-24,2024-06-21,43596.78,Net 60,Manual,CPI Linked,False,32 days,Strict,Strict,False,False,False
C00634,V0634,2024-03-09,2024-09-05,34818.43,Net 30,Auto,CPI Linked,False,83 days,Strict,Strict,True,False,False
C00635,V0635,2022-12-16,2023-12-16,25177.15,Net 60,Auto,Fixed,False,51 days,Strict,Moderate,True,False,False
C00636,V0636,2024-05-29,2025-05-29,62347.56,Net 30,Auto,CPI Linked,False,68 days,Standard,None,True,False,True
C00637,V0637,2023-11-20,2024-11-19,51099.77,Net 45,Auto,Negotiated,False,38 days,Custom,Strict,False,False,False
C00638,V0638,2022-06-08,2023-06-08,30650.59,Net 45,Manual,Negotiated,True,81 days,Strict,None,True,True,False
C00639,V0639,2024-05-13,2026-05-13,30573.82,Net 60,Manual,Fixed,False,53 days,Standard,Strict,False,True,True
C00640,V0640,2023-06-02,2023-11-29,44963.23,Net 45,Manual,Negotiated,True,44 days,Strict,Moderate,True,True,True
C00641,V0641,2022-07-23,2024-07-22,75035.32,Net 30,Auto,Fixed,False,52 days,Custom,None,False,False,True
C00642,V0642,2022-06-04,2022-12-01,46106.13,Net 45,Auto,Negotiated,True,74 days,Custom,None,False,False,False
C00643,V0643,2023-04-16,2024-04-15,27452.86,Net 30,Manual,Negotiated,False,56 days,Strict,Moderate,True,False,True
C00644,V0644,2024-04-12,2024-10-09,46313.85,Net 60,Auto,Negotiated,True,40 days,Custom,Moderate,True,True,False
C00645,V0645,2022-11-02,2023-11-02,45909.15,Net 60,Auto,Negotiated,False,55 days,Custom,Strict,False,False,True
C00646,V0646,2022-09-01,2023-09-01,9546.7,Net 60,Auto,CPI Linked,True,43 days,Strict,Moderate,True,False,False
C00647,V0647,2023-03-25,2025-03-24,49185.58,Net 30,Auto,Negotiated,True,32 days,Standard,Strict,True,True,False
C00648,V0648,2022-06-24,2022-12-21,46535.98,Net 60,Manual,CPI Linked,False,48 days,Standard,None,False,True,True
C00649,V0649,2022-09-13,2023-03-12,60443.1,Net 30,Manual,CPI Linked,False,85 days,Strict,Moderate,False,True,True
C00650,V0650,2022-07-17,2024-07-16,77734.34,Net 30,Manual,Negotiated,True,40 days,Standard,None,True,False,False
C00651,V0651,2023-01-22,2024-01-22,66898.48,Net 45,Auto,Fixed,True,32 days,Standard,Strict,False,True,False
C00652,V0652,2023-02-20,2023-08-19,45966.67,Net 30,Auto,CPI Linked,True,55 days,Custom,None,True,True,False
C00653,V0653,2024-03-11,2024-09-07,33402.11,Net 45,Manual,CPI Linked,True,89 days,Strict,None,True,True,True
C00654,V0654,2023-12-26,2024-12-25,88600.4,Net 30,Manual,Negotiated,True,46 days,Standard,Moderate,True,True,True
C00655,V0655,2022-12-21,2023-12-21,50888.28,Net 60,Manual,Negotiated,False,71 days,Standard,Strict,True,False,True
C00656,V0656,2024-03-19,2026-03-19,50208.94,Net 30,Manual,CPI Linked,False,45 days,Strict,None,True,False,False
C00657,V0657,2022-11-13,2024-11-12,49638.12,Net 30,Manual,CPI Linked,True,51 days,Custom,None,True,True,False
C00658,V0658,2023-04-04,2024-04-03,52971.27,Net 60,Manual,Fixed,True,53 days,Strict,Strict,True,True,True
C00659,V0659,2023-09-06,2024-03-04,47834.59,Net 30,Auto,CPI Linked,True,89 days,Custom,Moderate,True,False,True
C00660,V0660,2024-02-14,2024-08-12,41395.07,Net 45,Auto,Fixed,True,53 days,Custom,None,False,False,True
C00661,V0661,2022-10-06,2023-10-06,41797.12,Net 60,Manual,Fixed,False,33 days,Strict,Strict,False,False,True
C00662,V0662,2023-03-07,2023-09-03,49508.7,Net 30,Auto,CPI Linked,True,45 days,Standard,Strict,True,False,False
C00663,V0663,2024-02-21,2026-02-20,41848.63,Net 30,Manual,Fixed,False,63 days,Custom,Strict,False,True,False
C00664,V0664,2022-09-30,2023-03-29,39307.31,Net 60,Manual,Negotiated,False,47 days,Standard,None,False,True,True
C00665,V0665,2022-09-09,2023-03-08,51596.45,Net 45,Auto,Negotiated,True,59 days,Standard,None,False,False,False
C00666,V0666,2023-05-28,2023-11-24,46175.34,Net 30,Manual,Negotiated,False,80 days,Custom,Moderate,False,True,False
C00667,V0667,2024-03-17,2024-09-13,72559.89,Net 30,Auto,CPI Linked,False,45 days,Custom,None,False,False,True
C00668,V0668,2023-02-22,2024-02-22,10235.45,Net 30,Auto,Fixed,True,61 days,Custom,None,False,False,True
C00669,V0669,2022-10-13,2024-10-12,66372.6,Net 60,Auto,Negotiated,True,87 days,Standard,Strict,True,False,True
C00670,V0670,2024-02-16,2025-02-15,68691.28,Net 45,Auto,Fixed,False,79 days,Custom,Moderate,True,False,False
C00671,V0671,2023-06-10,2024-06-09,18899.15,Net 45,Manual,CPI Linked,True,47 days,Custom,Strict,False,True,False
C00672,V0672,2022-10-09,2023-04-07,44859.69,Net 60,Auto,Fixed,False,38 days,Custom,Moderate,False,False,False
C00673,V0673,2024-03-07,2025-03-07,44428.39,Net 45,Manual,CPI Linked,False,59 days,Standard,None,False,False,True
